object_code,object_description,2019_actuals,2020_actuals,2021_budget,2021_actuals,2022_proposed_budget,2022_adopted_budget,fund_number,fund_name,org_key,department,fund_category,report_date
3519510,5% CVAP - Solicitor General,0,0,0,0,0,0,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3521110,Bond,936,12856,7500,2327,7500,7500,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3611110,Interest revenues,-400960,-142000,-200000,0,-200000,-200000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3891110,Miscellaneous Income,5065,4160,20000,62332,50000,50000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3891160,RCBOE Reimbursement,196833,163962,200000,226046,200000,200000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,3221180,2895940,2895940,2895940,5911890,5911890,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3911220,Op Tsf from Gen Fund Grant,0,48750,0,0,0,0,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,1780010,1780010,0,0,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3923110,Property sale,35125,37365,50000,196604,50000,50000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3111110,Real Property Tax-Curr Year,8097249,7948662,8103410,8302984,8268610,8268610,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3111310,Timber Tax - Current Year,2326,3555,2180,62,2370,2370,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3113110,Motor Vehicles - Current Year,125300,115665,92450,89223,77290,77290,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3113210,Mobile Homes - Current Year,30365,25657,25530,26290,28130,28130,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3113310,Rail Road Equipment-Current Yr,9363,9549,9500,14639,9500,9500,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3162110,Insurance Premium Tax,14910763,15729724,15042240,16244986,15570000,15570000,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3214110,General Business Licenses,0,0,0,0,0,0,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3371110,Local Govt -Pymt in Lieu Tax,596870,597310,481760,481760,481380,481380,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3424110,Protective Inspection Fees,150,0,0,0,0,0,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3424112,Plan Review Fees - Fire,168205,180714,153990,226756,174460,174460,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3424113,Fire Hydrant Maintenance,33990,33990,33990,0,33990,33990,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3426110,Ambulance Fees,328209,1181946,1000000,218508,185000,185000,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,294404,129622,100000,0,100000,100000,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3891110,Miscellaneous Income,350,41,0,36581,0,0,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,930250,930250,594720,594720,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3911271,Op Tsfr from Urban Services Di,5278500,5278500,5278500,5278500,5778500,5778500,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3911275,Op Tsfr from Occupation Tax,1000000,1000000,1000000,1000000,1000000,1000000,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3923110,Property sale,6954,10382,0,10025,8000,8000,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3951110,Encumbrance Carry Forwards,0,0,0,0,0,0,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,2293740,0,0,0,274,Fire Protection,274000000,Fire Protection,SPECIAL REVENUE FUNDS,2021-12-31
3141110,Hotel - Motel Tax - Col Auth,0,0,0,0,0,0,275,Occupation Tax,275000000,Occupation Tax,SPECIAL REVENUE FUNDS,2021-12-31
3214110,General Business Licenses,3551776,3557555,3575000,3338068,3575000,3575000,275,Occupation Tax,275000000,Occupation Tax,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,20941,9471,0,0,0,0,275,Occupation Tax,275000000,Occupation Tax,SPECIAL REVENUE FUNDS,2021-12-31
3891110,Miscellaneous Income,16487,28565,81000,26428,84390,84390,275,Occupation Tax,275000000,Occupation Tax,SPECIAL REVENUE FUNDS,2021-12-31
3432110,Street Lighting Charges,4159695,4229611,5049380,4475513,4475510,4475510,276,Street Lights,276000000,Street Lights,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,-72077,-25737,0,0,0,0,276,Street Lights,276000000,Street Lights,SPECIAL REVENUE FUNDS,2021-12-31
3891110,Miscellaneous Income,0,0,0,10227,0,0,276,Street Lights,276000000,Street Lights,SPECIAL REVENUE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,0,2236238,0,0,0,0,276,Street Lights,276000000,Street Lights,SPECIAL REVENUE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,11320,11320,871000,871000,276,Street Lights,276000000,Street Lights,SPECIAL REVENUE FUNDS,2021-12-31
3911271,Op Tsfr from Urban Services Di,1156340,1897843,1152430,1152430,1152430,1152430,276,Street Lights,276000000,Street Lights,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,-766,-952,0,0,0,0,277,Downtown Development Authority,277000000,Downtown Development,SPECIAL REVENUE FUNDS,2021-12-31
3911271,Op Tsfr from Urban Services Di,159780,405827,158700,158700,159420,159420,277,Downtown Development Authority,277000000,Downtown Development,SPECIAL REVENUE FUNDS,2021-12-31
3419610,Telephone Comm - Jail,102654,110854,200000,92373,200000,200000,278,Sheriff Capital Outlay Grant,278000000,Sheriff's Capital Outlay,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,4231,1709,0,0,0,0,278,Sheriff Capital Outlay Grant,278000000,Sheriff's Capital Outlay,SPECIAL REVENUE FUNDS,2021-12-31
3144110,Excise Tax on Rental Motor Veh,238519,183416,195000,0,195000,195000,281,Convention Center,281000000,Convention Center,SPECIAL REVENUE FUNDS,2021-12-31
3473110,Convention Ctr Revenue,394157,97828,500000,69185,350000,350000,281,Convention Center,281000000,Convention Center,SPECIAL REVENUE FUNDS,2021-12-31
3482150,Transportation Fee,350000,350000,350000,0,350000,350000,281,Convention Center,281000000,Convention Center,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,-26632,-10885,0,0,0,0,281,Convention Center,281000000,Convention Center,SPECIAL REVENUE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,125000,1240500,355000,355000,750000,750000,281,Convention Center,281000000,Convention Center,SPECIAL REVENUE FUNDS,2021-12-31
3111110,Real Property Tax-Curr Year,220704,356012,353520,184113,184000,184000,292,TAD 2,292000000,TAD 2,SPECIAL REVENUE FUNDS,2021-12-31
3131110,Local Option Sales & Use Tax,646456,772028,643750,709297,825000,825000,292,TAD 2,292000000,TAD 2,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,18839,11044,0,0,0,0,292,TAD 2,292000000,TAD 2,SPECIAL REVENUE FUNDS,2021-12-31
3891150,Other Revenue-BOE,314221,601490,597280,277806,278000,278000,292,TAD 2,292000000,TAD 2,SPECIAL REVENUE FUNDS,2021-12-31
3111110,Real Property Tax-Curr Year,124672,125857,124980,152671,153800,153800,293,TAD 3,293000000,TAD 3,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,7253,4565,0,0,0,0,293,TAD 3,293000000,TAD 3,SPECIAL REVENUE FUNDS,2021-12-31
3891150,Other Revenue-BOE,748562,342841,340440,356946,359500,359500,293,TAD 3,293000000,TAD 3,SPECIAL REVENUE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,0,0,0,0,293,TAD 3,293000000,TAD 3,SPECIAL REVENUE FUNDS,2021-12-31
3111110,Real Property Tax-Curr Year,9758,70511,70020,48483,48900,48900,294,TAD 4,294000000,TAD 4,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,1004,486,0,0,0,0,294,TAD 4,294000000,TAD 4,SPECIAL REVENUE FUNDS,2021-12-31
3141110,Hotel - Motel Tax - Col Auth,3090785,1923174,2318200,5652009,2635000,2635000,296,Promotion Richmond County,296000000,Promotion Richmond County,SPECIAL REVENUE FUNDS,2021-12-31
3141120,Hotel / Motel Tax - CVB,2060927,1282179,1545500,0,1738800,1738800,296,Promotion Richmond County,296000000,Promotion Richmond County,SPECIAL REVENUE FUNDS,2021-12-31
3141130,Hotel / Motel Tax - Other,1030158,640995,772700,0,869400,869400,296,Promotion Richmond County,296000000,Promotion Richmond County,SPECIAL REVENUE FUNDS,2021-12-31
3143110,Local Option Mixed Drink Tax,0,0,0,0,0,0,296,Promotion Richmond County,296000000,Promotion Richmond County,SPECIAL REVENUE FUNDS,2021-12-31
3482150,Transportation Fee,0,0,0,11818,0,0,296,Promotion Richmond County,296000000,Promotion Richmond County,SPECIAL REVENUE FUNDS,2021-12-31
3482150,Transportation Fee,893208,701788,750000,1230639,750000,750000,297,Transportation and Tourism,297000000,Transportation & Tourism,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,17713,7030,0,0,0,0,297,Transportation and Tourism,297000000,Transportation & Tourism,SPECIAL REVENUE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,643000,0,300000,300000,297,Transportation and Tourism,297000000,Transportation & Tourism,SPECIAL REVENUE FUNDS,2021-12-31
3141110,Hotel - Motel Tax - Col Auth,0,0,0,0,0,0,298,Urban Redevelopment Projects,298000000,Redevelopment,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,31669,11635,0,0,0,0,298,Urban Redevelopment Projects,298000000,Redevelopment,SPECIAL REVENUE FUNDS,2021-12-31
3911950,Op Trsf from Urban Redevelopmt,919260,50000,2265000,2265000,0,0,298,Urban Redevelopment Projects,298000000,Redevelopment,SPECIAL REVENUE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,1500000,0,2352960,2352960,298,Urban Redevelopment Projects,298000000,Redevelopment,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,1451,578,0,0,0,0,322,Special 1% Sales Tax,322000000,"Special 1% Sales Tax, Phase 2",CAPITAL PROJECT FUNDS,2021-12-31
3343111,DOT Reimbursement,433216,0,0,0,0,0,323,"Special 1% Sales Tax, Phase III",323000000,"Special 1% Sales Tax, Phase 3",CAPITAL PROJECT FUNDS,2021-12-31
3611110,Interest revenues,101044,31763,0,0,0,0,323,"Special 1% Sales Tax, Phase III",323000000,"Special 1% Sales Tax, Phase 3",CAPITAL PROJECT FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,3000000,0,3200000,3200000,323,"Special 1% Sales Tax, Phase III",323000000,"Special 1% Sales Tax, Phase 3",CAPITAL PROJECT FUNDS,2021-12-31
3343111,DOT Reimbursement,561527,0,0,0,0,0,323,"Special 1% Sales Tax, Phase III",323041110,Public Works - STP Phase III,CAPITAL PROJECT FUNDS,2021-12-31
3341126,GDOT-Fed Hwy Adm,69756,0,0,934803,0,0,323,"Special 1% Sales Tax, Phase III",323041112,Engineering M230 Funding,CAPITAL PROJECT FUNDS,2021-12-31
3611110,Interest revenues,281943,82812,0,0,0,0,324,"Special 1% Sales Tax, Phase IV",324000000,SPLOST Phase IV,CAPITAL PROJECT FUNDS,2021-12-31
3923110,Property sale,0,975,0,0,0,0,324,"Special 1% Sales Tax, Phase IV",324000000,SPLOST Phase IV,CAPITAL PROJECT FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,6277200,0,7000000,7000000,324,"Special 1% Sales Tax, Phase IV",324000000,SPLOST Phase IV,CAPITAL PROJECT FUNDS,2021-12-31
3343111,DOT Reimbursement,836516,163483,0,0,0,0,325,"Special 1% Sales Tax, Phase V",325000000,SPLOST Phase V,CAPITAL PROJECT FUNDS,2021-12-31
3611110,Interest revenues,185817,50872,0,0,0,0,325,"Special 1% Sales Tax, Phase V",325000000,SPLOST Phase V,CAPITAL PROJECT FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,3561610,0,5500000,5500000,325,"Special 1% Sales Tax, Phase V",325000000,SPLOST Phase V,CAPITAL PROJECT FUNDS,2021-12-31
3611110,Interest revenues,0,0,0,0,0,0,326,"Urban SPLOST, Phase 2",326000000,"Urban SPLOST, Phase I",CAPITAL PROJECT FUNDS,2021-12-31
3611110,Interest revenues,-233,0,0,0,0,0,327,"Urban SPLOST, Phase 3",327000000,"Urban SPLOST, Phase 3",CAPITAL PROJECT FUNDS,2021-12-31
3611110,Interest revenues,674102,204536,0,0,0,0,328,SPLOST Phase VI,328000000,SPLOST Phase VI,CAPITAL PROJECT FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,25165950,0,25500000,25500000,328,SPLOST Phase VI,328000000,SPLOST Phase VI,CAPITAL PROJECT FUNDS,2021-12-31
3343113,Reimbrsm't-other,32350,0,0,26966,0,0,328,SPLOST Phase VI,328051120,Public Facilities,CAPITAL PROJECT FUNDS,2021-12-31
3132110,Special Purp Local Opt S/Tax,41320183,41474961,35000000,37543652,0,0,329,SPLOST Phase 7,329000000,SPLOST Phase 7,CAPITAL PROJECT FUNDS,2021-12-31
3611110,Interest revenues,828726,266513,0,6413,0,0,329,SPLOST Phase 7,329000000,SPLOST Phase 7,CAPITAL PROJECT FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,11470,11470,0,0,329,SPLOST Phase 7,329000000,SPLOST Phase 7,CAPITAL PROJECT FUNDS,2021-12-31
3911274,Op Tsfr from Fire Protection,0,0,1000000,1000000,0,0,329,SPLOST Phase 7,329000000,SPLOST Phase 7,CAPITAL PROJECT FUNDS,2021-12-31
3911329,Op Tsfr from SPLOST 7,0,0,0,0,0,0,329,SPLOST Phase 7,329000000,SPLOST Phase 7,CAPITAL PROJECT FUNDS,2021-12-31
3911371,Op Tsfr from TIA,0,8370,8370,8370,0,0,329,SPLOST Phase 7,329000000,SPLOST Phase 7,CAPITAL PROJECT FUNDS,2021-12-31
3911434,Op Tsf fr GO Bonds Splost 7,0,29275238,0,0,0,0,329,SPLOST Phase 7,329000000,SPLOST Phase 7,CAPITAL PROJECT FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,31082530,0,94478620,94478620,329,SPLOST Phase 7,329000000,SPLOST Phase 7,CAPITAL PROJECT FUNDS,2021-12-31
3132110,Special Purp Local Opt S/Tax,0,0,0,0,39000000,39000000,330,SPLOST Phase 8,330000000,Splost Phase 8,CAPITAL PROJECT FUNDS,2021-12-31
3911435,G/O ST Bds 2022,0,0,0,0,30000000,30000000,330,SPLOST Phase 8,330000000,Splost Phase 8,CAPITAL PROJECT FUNDS,2021-12-31
3343119,GDOT Grant Funds,4715615,2336420,3243600,48900,2300000,2300000,335,Capital Projects for Public Roads,335000000,Capital Prj Public Rds,CAPITAL PROJECT FUNDS,2021-12-31
3343128,RCBOE-Cost Sharing,0,0,0,400000,0,0,335,Capital Projects for Public Roads,335000000,Capital Prj Public Rds,CAPITAL PROJECT FUNDS,2021-12-31
3611110,Interest revenues,97652,44642,0,0,0,0,335,Capital Projects for Public Roads,335000000,Capital Prj Public Rds,CAPITAL PROJECT FUNDS,2021-12-31
3911235,Op Trsf fr TIA,1428439,0,0,0,0,0,335,Capital Projects for Public Roads,335000000,Capital Prj Public Rds,CAPITAL PROJECT FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,3495300,0,3449310,3449310,335,Capital Projects for Public Roads,335000000,Capital Prj Public Rds,CAPITAL PROJECT FUNDS,2021-12-31
3343119,GDOT Grant Funds,1563203,987230,1868450,1725739,1975120,1975120,340,Capital Projects Grants,340000000,Capital Project Grants,CAPITAL PROJECT FUNDS,2021-12-31
3611110,Interest revenues,-9011,-1348,0,0,0,0,340,Capital Projects Grants,340000000,Capital Project Grants,CAPITAL PROJECT FUNDS,2021-12-31
3134110,TIA,12283284,16791682,25188180,6724838,28852660,28852660,371,T-SPLOST,371000000,TIA Projects,CAPITAL PROJECT FUNDS,2021-12-31
3134120,TIA Admin Fee,390494,237666,500000,99482,1516940,1516940,371,T-SPLOST,371000000,TIA Projects,CAPITAL PROJECT FUNDS,2021-12-31
3611110,Interest revenues,11879,9246,0,0,0,0,371,T-SPLOST,371000000,TIA Projects,CAPITAL PROJECT FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,375950,0,0,0,371,T-SPLOST,371000000,TIA Projects,CAPITAL PROJECT FUNDS,2021-12-31
3141110,Hotel - Motel Tax - Col Auth,0,0,0,352,0,0,421,Coliseum Authority Revenue Bonds 2010,421000000,Coliseum Auth Rev Bd Ser,DEBT SERVICE FUNDS,2021-12-31
3144110,Excise Tax on Rental Motor Veh,515890,363607,370000,797926,370000,370000,421,Coliseum Authority Revenue Bonds 2010,421000000,Coliseum Auth Rev Bd Ser,DEBT SERVICE FUNDS,2021-12-31
3611110,Interest revenues,11134,3942,0,0,0,0,421,Coliseum Authority Revenue Bonds 2010,421000000,Coliseum Auth Rev Bd Ser,DEBT SERVICE FUNDS,2021-12-31
3911296,Op Tsfr from Promotion Richmon,1360000,1360000,1360000,1360000,1730000,1730000,421,Coliseum Authority Revenue Bonds 2010,421000000,Coliseum Auth Rev Bd Ser,DEBT SERVICE FUNDS,2021-12-31
3611110,Interest revenues,721838,222950,0,0,0,0,434,G/O Sales Tax Bond 2016,434000000,G/O Sales Tax Bond 2016,DEBT SERVICE FUNDS,2021-12-31
3911329,Op Tsfr from SPLOST 7,14365750,13710250,0,0,0,0,434,G/O Sales Tax Bond 2016,434000000,G/O Sales Tax Bond 2016,DEBT SERVICE FUNDS,2021-12-31
3911330,trf fr Splost 8,0,0,0,0,4425000,4425000,435,G/O Sales Tax Bonds 2022,435000000,G/O Sales Tax Bond 2022,DEBT SERVICE FUNDS,2021-12-31
3931110,General obligation bond procee,0,0,0,0,30000000,30000000,435,G/O Sales Tax Bonds 2022,435000000,G/O Sales Tax Bond 2022,DEBT SERVICE FUNDS,2021-12-31
3936110,Premiums on bonds sold,0,0,0,0,500000,500000,435,G/O Sales Tax Bonds 2022,435000000,G/O Sales Tax Bond 2022,DEBT SERVICE FUNDS,2021-12-31
3343115,Fort Gordon Reimbursements,9477831,7359770,9854560,8113468,7447110,7447110,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442110,Water Charges,43864370,45529741,45250140,43647602,48247170,48247170,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442130,Water Tap Fees,235251,297667,206610,421592,375000,375000,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442135,Ft Gordon Meters & Taps,593781,915685,397620,-548250,397620,397620,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442150,Water Cut-On Fees,290000,274250,262500,269095,265000,265000,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442160,Return Service Call Fee,13175,9275,10800,7525,6600,6600,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442210,Sewer Sales,37144773,39460322,39373470,38531388,42208190,42208190,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442230,Sewer Tap Fees,127550,132560,142760,225012,392920,392920,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442235,Sewer Connection Fee,680,750,840,530,580,580,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442240,Sewer Extension Fees,0,0,0,636,0,0,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442250,Industrial Sewer Charges,2853951,1682594,2173770,1604635,1825910,1825910,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442310,W&S Delin/Cut-Off Fees,171115,103485,93400,161090,147230,147230,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442315,W & S Penalites,74955,33630,38600,50505,44100,44100,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442320,W&S Late Payment Penalities,1718258,1234494,1900000,1749362,1900000,1900000,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442330,W&S Returned Check Fees,35895,25987,34600,32803,30000,30000,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442341,Bad Debt Recovery,136395,131479,136400,128201,176810,176810,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442360,W&S Sample & Test Fees,2110,0,0,0,0,0,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442365,WWT Fines & Penalities,0,0,500,0,500,500,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442370,Septic Tank Fees,1213403,1071901,379090,426276,379090,379090,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442380,W&S Meter & Plumbing Fees,67150,58850,40780,66300,72000,72000,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442390,W&S Charges for Misc Services,12534,34744,20500,37045,26540,26540,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442450,W&S Fiber Optic,93877,0,100000,0,100000,100000,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442460,Admin Fee - Stormwater,192270,192270,192270,0,192270,192270,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3442490,W&S Miscellaneous Income,9258,-6562,22570,-455,22570,22570,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,206064,196313,7000,92237,67760,67760,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3611120,Investment Earnings,96341,18912,8000,721,18000,18000,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3831110,Rents and royalties,34599,1749,3600,11803,3600,3600,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3831111,Rental - Tower,386259,404826,405600,414223,428680,428680,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3891110,Miscellaneous Income,31699,20512,60000,274696,60000,60000,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,298770,298770,0,0,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3911272,Op Tsfr from Capital Outlay,223320,0,0,0,0,0,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3923110,Property sale,46921,43031,35000,52190,35000,35000,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3936110,Premiums on bonds sold,0,0,0,0,3360400,3360400,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3951110,Encumbrance Carry Forwards,0,0,769290,0,0,0,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3951120,Capital Project Carry Forwards,0,0,7068290,0,0,0,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,33343880,0,31875280,31875280,506,Water & Sewerage,506000000,Water & Sewerage,INTERNAL SERVICE FUNDS,2021-12-31
3341119,Ga Dept of Natural Resource,0,50659,85320,24341,50000,50000,506,Water & Sewerage,506043110,W&S Administration-Water,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,-104697,-55688,0,0,0,0,507,Water & Sewerage-Renewal & Extension,507000000,Water & Sewerage-Renewal &,INTERNAL SERVICE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,10738366,8223037,15021310,0,14047470,12766470,507,Water & Sewerage-Renewal & Extension,507000000,Water & Sewerage-Renewal &,INTERNAL SERVICE FUNDS,2021-12-31
3951110,Encumbrance Carry Forwards,0,0,12390960,0,0,0,507,Water & Sewerage-Renewal & Extension,507000000,Water & Sewerage-Renewal &,INTERNAL SERVICE FUNDS,2021-12-31
3951120,Capital Project Carry Forwards,0,0,40198320,0,10112660,10112660,507,Water & Sewerage-Renewal & Extension,507000000,Water & Sewerage-Renewal &,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,6256,1490,0,0,0,0,508,1996 W & S Bond Fund,508000000,1996 W & S Bond Fund,INTERNAL SERVICE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,1264378,1277628,2422790,0,0,0,508,1996 W & S Bond Fund,508000000,1996 W & S Bond Fund,INTERNAL SERVICE FUNDS,2021-12-31
3936110,Premiums on bonds sold,712306,700086,650310,0,0,0,508,1996 W & S Bond Fund,508000000,1996 W & S Bond Fund,INTERNAL SERVICE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,0,0,0,0,508,1996 W & S Bond Fund,508000000,1996 W & S Bond Fund,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,-816,-2104,0,0,0,0,509,2000 Bond Series,509000000,2000 Bond Series,INTERNAL SERVICE FUNDS,2021-12-31
3611120,Investment Earnings,15,0,0,0,0,0,509,2000 Bond Series,509000000,2000 Bond Series,INTERNAL SERVICE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,2362391,2455660,2580520,0,0,0,509,2000 Bond Series,509000000,2000 Bond Series,INTERNAL SERVICE FUNDS,2021-12-31
3936110,Premiums on bonds sold,1293017,1271333,142710,0,0,0,509,2000 Bond Series,509000000,2000 Bond Series,INTERNAL SERVICE FUNDS,2021-12-31
3951120,Capital Project Carry Forwards,0,0,4040,0,0,0,509,2000 Bond Series,509000000,2000 Bond Series,INTERNAL SERVICE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,0,0,0,0,509,2000 Bond Series,509000000,2000 Bond Series,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,-39041,-14358,0,0,0,0,510,W&S Bond 2002 Series,510000000,W&S 2002 Revenue Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3611120,Investment Earnings,13,0,0,0,0,0,510,W&S Bond 2002 Series,510000000,W&S 2002 Revenue Bonds,INTERNAL SERVICE FUNDS,2021-12-31
